SYMB,MM/DD/YY,NAV
CWUR0000SA0,04/01/1929,17.0
CWUR0000SA0,03/01/1929,17.1
CWUR0000SA0,02/01/1929,17.2
CWUR0000SA0,01/01/1929,17.2
CWUR0000SA0,12/01/1928,17.2
CWUR0000SA0,11/01/1928,17.3
CWUR0000SA0,10/01/1928,17.3
CWUR0000SA0,09/01/1928,17.4
CWUR0000SA0,08/01/1928,17.2
CWUR0000SA0,07/01/1928,17.2
CWUR0000SA0,06/01/1928,17.2
CWUR0000SA0,05/01/1928,17.3
CWUR0000SA0,04/01/1928,17.2
CWUR0000SA0,03/01/1928,17.2
CWUR0000SA0,02/01/1928,17.2
CWUR0000SA0,01/01/1928,17.4
CWUR0000SA0,12/01/1927,17.4
CWUR0000SA0,11/01/1927,17.4
CWUR0000SA0,10/01/1927,17.5
CWUR0000SA0,09/01/1927,17.4
CWUR0000SA0,08/01/1927,17.3
CWUR0000SA0,07/01/1927,17.4
CWUR0000SA0,06/01/1927,17.7
CWUR0000SA0,05/01/1927,17.5
CWUR0000SA0,04/01/1927,17.4
CWUR0000SA0,03/01/1927,17.4
CWUR0000SA0,02/01/1927,17.5
CWUR0000SA0,01/01/1927,17.6
CWUR0000SA0,12/01/1926,17.8
CWUR0000SA0,11/01/1926,17.8
CWUR0000SA0,10/01/1926,17.7
CWUR0000SA0,09/01/1926,17.6
CWUR0000SA0,08/01/1926,17.5
CWUR0000SA0,07/01/1926,17.6
CWUR0000SA0,06/01/1926,17.8
CWUR0000SA0,05/01/1926,17.9
CWUR0000SA0,04/01/1926,18.0
CWUR0000SA0,03/01/1926,17.9
CWUR0000SA0,02/01/1926,18.0
CWUR0000SA0,01/01/1926,18.0
CWUR0000SA0,12/01/1925,18.0
CWUR0000SA0,11/01/1925,18.1
CWUR0000SA0,10/01/1925,17.8
CWUR0000SA0,09/01/1925,17.8
CWUR0000SA0,08/01/1925,17.8
CWUR0000SA0,07/01/1925,17.8
CWUR0000SA0,06/01/1925,17.6
CWUR0000SA0,05/01/1925,17.4
CWUR0000SA0,04/01/1925,17.3
CWUR0000SA0,03/01/1925,17.4
CWUR0000SA0,02/01/1925,17.3
CWUR0000SA0,01/01/1925,17.4
CWUR0000SA0,12/01/1924,17.4
CWUR0000SA0,11/01/1924,17.3
CWUR0000SA0,10/01/1924,17.3
CWUR0000SA0,09/01/1924,17.2
CWUR0000SA0,08/01/1924,17.1
CWUR0000SA0,07/01/1924,17.2
CWUR0000SA0,06/01/1924,17.1
CWUR0000SA0,05/01/1924,17.1
CWUR0000SA0,04/01/1924,17.1
CWUR0000SA0,03/01/1924,17.2
CWUR0000SA0,02/01/1924,17.3
CWUR0000SA0,01/01/1924,17.4
CWUR0000SA0,12/01/1923,17.4
CWUR0000SA0,11/01/1923,17.4
CWUR0000SA0,10/01/1923,17.4
CWUR0000SA0,09/01/1923,17.3
CWUR0000SA0,08/01/1923,17.2
CWUR0000SA0,07/01/1923,17.3
CWUR0000SA0,06/01/1923,17.1
CWUR0000SA0,05/01/1923,17.0
CWUR0000SA0,04/01/1923,17.0
CWUR0000SA0,03/01/1923,16.9
CWUR0000SA0,02/01/1923,16.9
CWUR0000SA0,01/01/1923,16.9
CUURS49DSA0,12/01/1932,12.1
CUURS49DSA0,06/01/1932,12.6
CUURS49DSA0,12/01/1931,13.4
CUURS49DSA0,06/01/1931,13.9
CUURS49DSA0,12/01/1930,14.4
CUURS49DSA0,06/01/1930,15.5
CUURS49DSA0,12/01/1929,15.5
CUURS49DSA0,06/01/1929,15.5
CUURS49DSA0,12/01/1928,15.4
CUURS49DSA0,06/01/1928,15.3
CUURS49DSA0,12/01/1927,15.4
CUURS49DSA0,06/01/1927,15.8
CUURS49DSA0,12/01/1926,15.7
CUURS49DSA0,06/01/1926,15.8
CUURS49DSA0,12/01/1925,16.0
CUURS49DSA0,06/01/1925,16.0
CUURS49DSA0,12/01/1924,15.6
CUURS49DSA0,09/01/1924,15.5
CUURS49DSA0,06/01/1924,15.6
CUURS49DSA0,03/01/1924,15.5
CUURS49DSA0,12/01/1923,15.6
CUURS49DSA0,09/01/1923,15.6
CUURS49DSA0,06/01/1923,15.5
CUURS49DSA0,03/01/1923,15.1
CUUR0000SA0,12/01/1942,16.9
CUUR0000SA0,11/01/1942,16.8
CUUR0000SA0,10/01/1942,16.7
CUUR0000SA0,09/01/1942,16.5
CUUR0000SA0,08/01/1942,16.5
CUUR0000SA0,07/01/1942,16.4
CUUR0000SA0,06/01/1942,16.3
CUUR0000SA0,05/01/1942,16.3
CUUR0000SA0,04/01/1942,16.1
CUUR0000SA0,03/01/1942,16.0
CUUR0000SA0,02/01/1942,15.8
CUUR0000SA0,01/01/1942,15.7
CUUR0000SA0,12/01/1941,15.5
CUUR0000SA0,11/01/1941,15.4
CUUR0000SA0,10/01/1941,15.3
CUUR0000SA0,09/01/1941,15.1
CUUR0000SA0,08/01/1941,14.9
CUUR0000SA0,07/01/1941,14.7
CUUR0000SA0,06/01/1941,14.7
CUUR0000SA0,05/01/1941,14.4
CUUR0000SA0,04/01/1941,14.3
CUUR0000SA0,03/01/1941,14.2
CUUR0000SA0,02/01/1941,14.1
CUUR0000SA0,01/01/1941,14.1
CUUR0000SA0,12/01/1940,14.1
CUUR0000SA0,11/01/1940,14.0
CUUR0000SA0,10/01/1940,14.0
CUUR0000SA0,09/01/1940,14.0
CUUR0000SA0,08/01/1940,14.0
CUUR0000SA0,07/01/1940,14.0
CUUR0000SA0,06/01/1940,14.1
CUUR0000SA0,05/01/1940,14.0
CUUR0000SA0,04/01/1940,14.0
CUUR0000SA0,03/01/1940,14.0
CUUR0000SA0,02/01/1940,14.0
CUUR0000SA0,01/01/1940,13.9
CUUR0000SA0,12/01/1939,14.0
CUUR0000SA0,11/01/1939,14.0
CUUR0000SA0,10/01/1939,14.0
CUUR0000SA0,09/01/1939,14.1
CUUR0000SA0,08/01/1939,13.8
CUUR0000SA0,07/01/1939,13.8
CUUR0000SA0,06/01/1939,13.8
CUUR0000SA0,05/01/1939,13.8
CUUR0000SA0,04/01/1939,13.8
CUUR0000SA0,03/01/1939,13.9
CUUR0000SA0,02/01/1939,13.9
CUUR0000SA0,01/01/1939,14.0
CUUR0000SA0,12/01/1938,14.0
CUUR0000SA0,11/01/1938,14.0
CUUR0000SA0,10/01/1938,14.0
CUUR0000SA0,09/01/1938,14.1
CUUR0000SA0,08/01/1938,14.1
CUUR0000SA0,07/01/1938,14.1
CUUR0000SA0,06/01/1938,14.1
CUUR0000SA0,05/01/1938,14.1
CUUR0000SA0,04/01/1938,14.2
CUUR0000SA0,03/01/1938,14.1
CUUR0000SA0,02/01/1938,14.1
CUUR0000SA0,01/01/1938,14.2
CUUR0000SA0,12/01/1937,14.4
CUUR0000SA0,11/01/1937,14.5
CUUR0000SA0,10/01/1937,14.6
CUUR0000SA0,09/01/1937,14.6
CUUR0000SA0,08/01/1937,14.5
CUUR0000SA0,07/01/1937,14.5
CUUR0000SA0,06/01/1937,14.4
CUUR0000SA0,05/01/1937,14.4
CUUR0000SA0,04/01/1937,14.3
CUUR0000SA0,03/01/1937,14.2
CUUR0000SA0,02/01/1937,14.1
CUUR0000SA0,01/01/1937,14.1
CUUR0000SA0,12/01/1936,14.0
CUUR0000SA0,11/01/1936,14.0
CUUR0000SA0,10/01/1936,14.0
CUUR0000SA0,09/01/1936,14.0
CUUR0000SA0,08/01/1936,14.0
CUUR0000SA0,07/01/1936,13.9
CUUR0000SA0,06/01/1936,13.8
CUUR0000SA0,05/01/1936,13.7
CUUR0000SA0,04/01/1936,13.7
CUUR0000SA0,03/01/1936,13.7
CUUR0000SA0,02/01/1936,13.8
CUUR0000SA0,01/01/1936,13.8
CUUR0000SA0,12/01/1935,13.8
CUUR0000SA0,11/01/1935,13.8
CUUR0000SA0,10/01/1935,13.7
CUUR0000SA0,09/01/1935,13.7
CUUR0000SA0,08/01/1935,13.7
CUUR0000SA0,07/01/1935,13.7
CUUR0000SA0,06/01/1935,13.7
CUUR0000SA0,05/01/1935,13.8
CUUR0000SA0,04/01/1935,13.8
CUUR0000SA0,03/01/1935,13.7
CUUR0000SA0,02/01/1935,13.7
CUUR0000SA0,01/01/1935,13.6
CUUR0000SA0,12/01/1934,13.4
CUUR0000SA0,11/01/1934,13.5
CUUR0000SA0,10/01/1934,13.5
CUUR0000SA0,09/01/1934,13.6
CUUR0000SA0,08/01/1934,13.4
CUUR0000SA0,07/01/1934,13.4
CUUR0000SA0,06/01/1934,13.4
CUUR0000SA0,05/01/1934,13.3
CUUR0000SA0,04/01/1934,13.3
CUUR0000SA0,03/01/1934,13.3
CUUR0000SA0,02/01/1934,13.3
CUUR0000SA0,01/01/1934,13.2
CUUR0000SA0,12/01/1933,13.2
CUUR0000SA0,11/01/1933,13.2
CUUR0000SA0,10/01/1933,13.2
CUUR0000SA0,09/01/1933,13.2
CUUR0000SA0,08/01/1933,13.2
CUUR0000SA0,07/01/1933,13.1
CUUR0000SA0,06/01/1933,12.7
CUUR0000SA0,05/01/1933,12.6
CUUR0000SA0,04/01/1933,12.6
CUUR0000SA0,03/01/1933,12.6
CUUR0000SA0,02/01/1933,12.7
CUUR0000SA0,01/01/1933,12.9
CUUR0000AA0,12/01/1942,50.6
CUUR0000AA0,11/01/1942,50.2
CUUR0000AA0,10/01/1942,49.9
CUUR0000AA0,09/01/1942,49.4
CUUR0000AA0,08/01/1942,49.3
CUUR0000AA0,07/01/1942,49.0
CUUR0000AA0,06/01/1942,48.8
CUUR0000AA0,05/01/1942,48.7
CUUR0000AA0,04/01/1942,48.2
CUUR0000AA0,03/01/1942,47.9
CUUR0000AA0,02/01/1942,47.3
CUUR0000AA0,01/01/1942,46.9
CUUR0000AA0,12/01/1941,46.3
CUUR0000AA0,11/01/1941,46.2
CUUR0000AA0,10/01/1941,45.8
CUUR0000AA0,09/01/1941,45.3
CUUR0000AA0,08/01/1941,44.5
CUUR0000AA0,07/01/1941,44.1
CUUR0000AA0,06/01/1941,43.9
CUUR0000AA0,05/01/1941,43.1
CUUR0000AA0,04/01/1941,42.8
CUUR0000AA0,03/01/1941,42.4
CUUR0000AA0,02/01/1941,42.2
CUUR0000AA0,01/01/1941,42.2
CUUR0000AA0,12/01/1940,42.2
CUUR0000AA0,11/01/1940,42.0
CUUR0000AA0,10/01/1940,42.0
CUUR0000AA0,09/01/1940,42.0
CUUR0000AA0,08/01/1940,41.9
CUUR0000AA0,07/01/1940,42.0
CUUR0000AA0,06/01/1940,42.1
CUUR0000AA0,05/01/1940,42.0
CUUR0000AA0,04/01/1940,41.9
CUUR0000AA0,03/01/1940,41.9
CUUR0000AA0,02/01/1940,42.0
CUUR0000AA0,01/01/1940,41.7
CUUR0000AA0,12/01/1939,41.8
CUUR0000AA0,11/01/1939,42.0
CUUR0000AA0,10/01/1939,42.0
CUUR0000AA0,09/01/1939,42.2
CUUR0000AA0,08/01/1939,41.4
CUUR0000AA0,07/01/1939,41.4
CUUR0000AA0,06/01/1939,41.4
CUUR0000AA0,05/01/1939,41.4
CUUR0000AA0,04/01/1939,41.4
CUUR0000AA0,03/01/1939,41.5
CUUR0000AA0,02/01/1939,41.6
CUUR0000AA0,01/01/1939,41.8
CUUR0000AA0,12/01/1938,42.0
CUUR0000AA0,11/01/1938,41.9
CUUR0000AA0,10/01/1938,42.0
CUUR0000AA0,09/01/1938,42.2
CUUR0000AA0,08/01/1938,42.2
CUUR0000AA0,07/01/1938,42.3
CUUR0000AA0,06/01/1938,42.2
CUUR0000AA0,05/01/1938,42.2
CUUR0000AA0,04/01/1938,42.4
CUUR0000AA0,03/01/1938,42.2
CUUR0000AA0,02/01/1938,42.2
CUUR0000AA0,01/01/1938,42.6
CUUR0000AA0,12/01/1937,43.2
CUUR0000AA0,11/01/1937,43.3
CUUR0000AA0,10/01/1937,43.6
CUUR0000AA0,09/01/1937,43.8
CUUR0000AA0,08/01/1937,43.4
CUUR0000AA0,07/01/1937,43.3
CUUR0000AA0,06/01/1937,43.1
CUUR0000AA0,05/01/1937,43.0
CUUR0000AA0,04/01/1937,42.8
CUUR0000AA0,03/01/1937,42.6
CUUR0000AA0,02/01/1937,42.3
CUUR0000AA0,01/01/1937,42.2
CUUR0000AA0,12/01/1936,41.9
CUUR0000AA0,11/01/1936,41.9
CUUR0000AA0,10/01/1936,41.9
CUUR0000AA0,09/01/1936,42.0
CUUR0000AA0,08/01/1936,41.9
CUUR0000AA0,07/01/1936,41.6
CUUR0000AA0,06/01/1936,41.4
CUUR0000AA0,05/01/1936,41.0
CUUR0000AA0,04/01/1936,41.0
CUUR0000AA0,03/01/1936,41.0
CUUR0000AA0,02/01/1936,41.2
CUUR0000AA0,01/01/1936,41.4
CUUR0000AA0,12/01/1935,41.4
CUUR0000AA0,11/01/1935,41.3
CUUR0000AA0,10/01/1935,41.1
CUUR0000AA0,09/01/1935,41.1
CUUR0000AA0,08/01/1935,40.9
CUUR0000AA0,07/01/1935,40.9
CUUR0000AA0,06/01/1935,41.1
CUUR0000AA0,05/01/1935,41.2
CUUR0000AA0,04/01/1935,41.4
CUUR0000AA0,03/01/1935,41.0
CUUR0000AA0,02/01/1935,41.1
CUUR0000AA0,01/01/1935,40.8
CUUR0000AA0,12/01/1934,40.2
CUUR0000AA0,11/01/1934,40.3
CUUR0000AA0,10/01/1934,40.4
CUUR0000AA0,09/01/1934,40.7
CUUR0000AA0,08/01/1934,40.1
CUUR0000AA0,07/01/1934,40.0
CUUR0000AA0,06/01/1934,40.0
CUUR0000AA0,05/01/1934,39.9
CUUR0000AA0,04/01/1934,39.8
CUUR0000AA0,03/01/1934,39.9
CUUR0000AA0,02/01/1934,39.9
CUUR0000AA0,01/01/1934,39.6
CUUR0000AA0,12/01/1933,39.4
CUUR0000AA0,11/01/1933,39.6
CUUR0000AA0,10/01/1933,39.6
CUUR0000AA0,09/01/1933,39.6
CUUR0000AA0,08/01/1933,39.6
CUUR0000AA0,07/01/1933,39.2
CUUR0000AA0,06/01/1933,38.1
CUUR0000AA0,05/01/1933,37.7
CUUR0000AA0,04/01/1933,37.6
CUUR0000AA0,03/01/1933,37.7
CUUR0000AA0,02/01/1933,38.0
CUUR0000AA0,01/01/1933,38.6
CWUR0000SA0,12/01/1942,17.0
CWUR0000SA0,11/01/1942,16.9
CWUR0000SA0,10/01/1942,16.8
CWUR0000SA0,09/01/1942,16.6
CWUR0000SA0,08/01/1942,16.6
CWUR0000SA0,07/01/1942,16.5
CWUR0000SA0,06/01/1942,16.4
CWUR0000SA0,05/01/1942,16.3
CWUR0000SA0,04/01/1942,16.2
CWUR0000SA0,03/01/1942,16.1
CWUR0000SA0,02/01/1942,15.9
CWUR0000SA0,01/01/1942,15.7
CWUR0000SA0,12/01/1941,15.5
CWUR0000SA0,11/01/1941,15.5
CWUR0000SA0,10/01/1941,15.4
CWUR0000SA0,09/01/1941,15.2
CWUR0000SA0,08/01/1941,14.9
CWUR0000SA0,07/01/1941,14.8
CWUR0000SA0,06/01/1941,14.7
CWUR0000SA0,05/01/1941,14.5
CWUR0000SA0,04/01/1941,14.4
CWUR0000SA0,03/01/1941,14.2
CWUR0000SA0,02/01/1941,14.2
CWUR0000SA0,01/01/1941,14.2
CWUR0000SA0,12/01/1940,14.2
CWUR0000SA0,11/01/1940,14.1
CWUR0000SA0,10/01/1940,14.1
CWUR0000SA0,09/01/1940,14.1
CWUR0000SA0,08/01/1940,14.1
CWUR0000SA0,07/01/1940,14.1
CWUR0000SA0,06/01/1940,14.1
CWUR0000SA0,05/01/1940,14.1
CWUR0000SA0,04/01/1940,14.1
CWUR0000SA0,03/01/1940,14.1
CWUR0000SA0,02/01/1940,14.1
CWUR0000SA0,01/01/1940,14.0
CWUR0000SA0,12/01/1939,14.0
CWUR0000SA0,11/01/1939,14.1
CWUR0000SA0,10/01/1939,14.1
CWUR0000SA0,09/01/1939,14.2
CWUR0000SA0,08/01/1939,13.9
CWUR0000SA0,07/01/1939,13.9
CWUR0000SA0,06/01/1939,13.9
CWUR0000SA0,05/01/1939,13.9
CWUR0000SA0,04/01/1939,13.9
CWUR0000SA0,03/01/1939,13.9
CWUR0000SA0,02/01/1939,14.0
CWUR0000SA0,01/01/1939,14.0
CWUR0000SA0,12/01/1938,14.1
CWUR0000SA0,11/01/1938,14.1
CWUR0000SA0,10/01/1938,14.1
CWUR0000SA0,09/01/1938,14.2
CWUR0000SA0,08/01/1938,14.2
CWUR0000SA0,07/01/1938,14.2
CWUR0000SA0,06/01/1938,14.2
CWUR0000SA0,05/01/1938,14.2
CWUR0000SA0,04/01/1938,14.2
CWUR0000SA0,03/01/1938,14.2
CWUR0000SA0,02/01/1938,14.2
CWUR0000SA0,01/01/1938,14.3
CWUR0000SA0,12/01/1937,14.5
CWUR0000SA0,11/01/1937,14.5
CWUR0000SA0,10/01/1937,14.6
CWUR0000SA0,09/01/1937,14.7
CWUR0000SA0,08/01/1937,14.6
CWUR0000SA0,07/01/1937,14.5
CWUR0000SA0,06/01/1937,14.5
CWUR0000SA0,05/01/1937,14.4
CWUR0000SA0,04/01/1937,14.4
CWUR0000SA0,03/01/1937,14.3
CWUR0000SA0,02/01/1937,14.2
CWUR0000SA0,01/01/1937,14.2
CWUR0000SA0,12/01/1936,14.1
CWUR0000SA0,11/01/1936,14.1
CWUR0000SA0,10/01/1936,14.1
CWUR0000SA0,09/01/1936,14.1
CWUR0000SA0,08/01/1936,14.1
CWUR0000SA0,07/01/1936,14.0
CWUR0000SA0,06/01/1936,13.9
CWUR0000SA0,05/01/1936,13.8
CWUR0000SA0,04/01/1936,13.8
CWUR0000SA0,03/01/1936,13.8
CWUR0000SA0,02/01/1936,13.8
CWUR0000SA0,01/01/1936,13.9
CWUR0000SA0,12/01/1935,13.9
CWUR0000SA0,11/01/1935,13.9
CWUR0000SA0,10/01/1935,13.8
CWUR0000SA0,09/01/1935,13.8
CWUR0000SA0,08/01/1935,13.7
CWUR0000SA0,07/01/1935,13.7
CWUR0000SA0,06/01/1935,13.8
CWUR0000SA0,05/01/1935,13.8
CWUR0000SA0,04/01/1935,13.9
CWUR0000SA0,03/01/1935,13.8
CWUR0000SA0,02/01/1935,13.8
CWUR0000SA0,01/01/1935,13.7
CWUR0000SA0,12/01/1934,13.5
CWUR0000SA0,11/01/1934,13.5
CWUR0000SA0,10/01/1934,13.6
CWUR0000SA0,09/01/1934,13.7
CWUR0000SA0,08/01/1934,13.5
CWUR0000SA0,07/01/1934,13.4
CWUR0000SA0,06/01/1934,13.4
CWUR0000SA0,05/01/1934,13.4
CWUR0000SA0,04/01/1934,13.4
CWUR0000SA0,03/01/1934,13.4
CWUR0000SA0,02/01/1934,13.4
CWUR0000SA0,01/01/1934,13.3
CWUR0000SA0,12/01/1933,13.2
CWUR0000SA0,11/01/1933,13.3
CWUR0000SA0,10/01/1933,13.3
CWUR0000SA0,09/01/1933,13.3
CWUR0000SA0,08/01/1933,13.3
CWUR0000SA0,07/01/1933,13.2
CWUR0000SA0,06/01/1933,12.8
CWUR0000SA0,05/01/1933,12.7
CWUR0000SA0,04/01/1933,12.6
CWUR0000SA0,03/01/1933,12.7
CWUR0000SA0,02/01/1933,12.8
CWUR0000SA0,01/01/1933,13.0
CUURS49DSA0,12/01/1942,16.4
CUURS49DSA0,11/01/1942,16.2
CUURS49DSA0,10/01/1942,16.1
CUURS49DSA0,09/01/1942,16.0
CUURS49DSA0,08/01/1942,15.8
CUURS49DSA0,07/01/1942,15.6
CUURS49DSA0,06/01/1942,15.5
CUURS49DSA0,05/01/1942,15.8
CUURS49DSA0,04/01/1942,15.6
CUURS49DSA0,03/01/1942,15.5
CUURS49DSA0,02/01/1942,15.3
CUURS49DSA0,01/01/1942,15.2
CUURS49DSA0,12/01/1941,14.9
CUURS49DSA0,11/01/1941,14.7
CUURS49DSA0,10/01/1941,14.7
CUURS49DSA0,09/01/1941,14.5
CUURS49DSA0,08/01/1941,14.1
CUURS49DSA0,07/01/1941,14.0
CUURS49DSA0,06/01/1941,13.9
CUURS49DSA0,05/01/1941,13.8
CUURS49DSA0,04/01/1941,13.5
CUURS49DSA0,03/01/1941,13.4
CUURS49DSA0,02/01/1941,13.3
CUURS49DSA0,01/01/1941,13.3
CUURS49DSA0,12/01/1940,13.3
CUURS49DSA0,11/01/1940,13.2
CUURS49DSA0,10/01/1940,13.2
CUURS49DSA0,09/01/1940,13.2
CUURS49DSA0,06/01/1940,13.2
CUURS49DSA0,03/01/1940,13.2
CUURS49DSA0,12/01/1939,13.1
CUURS49DSA0,09/01/1939,13.3
CUURS49DSA0,06/01/1939,13.1
CUURS49DSA0,03/01/1939,13.1
CUURS49DSA0,12/01/1938,13.2
CUURS49DSA0,09/01/1938,13.2
CUURS49DSA0,06/01/1938,13.2
CUURS49DSA0,03/01/1938,13.3
CUURS49DSA0,12/01/1937,13.4
CUURS49DSA0,09/01/1937,13.5
CUURS49DSA0,06/01/1937,13.3
CUURS49DSA0,03/01/1937,13.3
CUURS49DSA0,12/01/1936,12.9
CUURS49DSA0,09/01/1936,12.9
CUURS49DSA0,07/01/1936,12.7
CUURS49DSA0,04/01/1936,12.5
CUURS49DSA0,01/01/1936,12.7
CUURS49DSA0,10/01/1935,12.5
CUURS49DSA0,07/01/1935,12.5
CUURS49DSA0,03/01/1935,12.7
CUURS49DSA0,11/01/1934,12.4
CUURS49DSA0,06/01/1934,12.2
CUURS49DSA0,12/01/1933,12.1
CUURS49DSA0,06/01/1933,12.0
CUUR0000SA0,12/01/1952,26.7
CUUR0000SA0,11/01/1952,26.7
CUUR0000SA0,10/01/1952,26.7
CUUR0000SA0,09/01/1952,26.7
CUUR0000SA0,08/01/1952,26.7
CUUR0000SA0,07/01/1952,26.7
CUUR0000SA0,06/01/1952,26.5
CUUR0000SA0,05/01/1952,26.4
CUUR0000SA0,04/01/1952,26.4
CUUR0000SA0,03/01/1952,26.3
CUUR0000SA0,02/01/1952,26.3
CUUR0000SA0,01/01/1952,26.5
CUUR0000SA0,12/01/1951,26.5
CUUR0000SA0,11/01/1951,26.4
CUUR0000SA0,10/01/1951,26.2
CUUR0000SA0,09/01/1951,26.1
CUUR0000SA0,08/01/1951,25.9
CUUR0000SA0,07/01/1951,25.9
CUUR0000SA0,06/01/1951,25.9
CUUR0000SA0,05/01/1951,25.9
CUUR0000SA0,04/01/1951,25.8
CUUR0000SA0,03/01/1951,25.8
CUUR0000SA0,02/01/1951,25.7
CUUR0000SA0,01/01/1951,25.4
CUUR0000SA0,12/01/1950,25.0
CUUR0000SA0,11/01/1950,24.7
CUUR0000SA0,10/01/1950,24.6
CUUR0000SA0,09/01/1950,24.4
CUUR0000SA0,08/01/1950,24.3
CUUR0000SA0,07/01/1950,24.1
CUUR0000SA0,06/01/1950,23.8
CUUR0000SA0,05/01/1950,23.7
CUUR0000SA0,04/01/1950,23.6
CUUR0000SA0,03/01/1950,23.6
CUUR0000SA0,02/01/1950,23.5
CUUR0000SA0,01/01/1950,23.5
CUUR0000SA0,12/01/1949,23.6
CUUR0000SA0,11/01/1949,23.8
CUUR0000SA0,10/01/1949,23.7
CUUR0000SA0,09/01/1949,23.9
CUUR0000SA0,08/01/1949,23.8
CUUR0000SA0,07/01/1949,23.7
CUUR0000SA0,06/01/1949,23.9
CUUR0000SA0,05/01/1949,23.8
CUUR0000SA0,04/01/1949,23.9
CUUR0000SA0,03/01/1949,23.8
CUUR0000SA0,02/01/1949,23.8
CUUR0000SA0,01/01/1949,24.0
CUUR0000SA0,12/01/1948,24.1
CUUR0000SA0,11/01/1948,24.2
CUUR0000SA0,10/01/1948,24.4
CUUR0000SA0,09/01/1948,24.5
CUUR0000SA0,08/01/1948,24.5
CUUR0000SA0,07/01/1948,24.4
CUUR0000SA0,06/01/1948,24.1
CUUR0000SA0,05/01/1948,23.9
CUUR0000SA0,04/01/1948,23.8
CUUR0000SA0,03/01/1948,23.4
CUUR0000SA0,02/01/1948,23.5
CUUR0000SA0,01/01/1948,23.7
CUUR0000SA0,12/01/1947,23.4
CUUR0000SA0,11/01/1947,23.1
CUUR0000SA0,10/01/1947,23.0
CUUR0000SA0,09/01/1947,23.0
CUUR0000SA0,08/01/1947,22.5
CUUR0000SA0,07/01/1947,22.2
CUUR0000SA0,06/01/1947,22.0
CUUR0000SA0,05/01/1947,21.9
CUUR0000SA0,04/01/1947,21.9
CUUR0000SA0,03/01/1947,21.9
CUUR0000SA0,02/01/1947,21.5
CUUR0000SA0,01/01/1947,21.5
CUUR0000SA0,12/01/1946,21.5
CUUR0000SA0,11/01/1946,21.3
CUUR0000SA0,10/01/1946,20.8
CUUR0000SA0,09/01/1946,20.4
CUUR0000SA0,08/01/1946,20.2
CUUR0000SA0,07/01/1946,19.8
CUUR0000SA0,06/01/1946,18.7
CUUR0000SA0,05/01/1946,18.5
CUUR0000SA0,04/01/1946,18.4
CUUR0000SA0,03/01/1946,18.3
CUUR0000SA0,02/01/1946,18.1
CUUR0000SA0,01/01/1946,18.2
CUUR0000SA0,12/01/1945,18.2
CUUR0000SA0,11/01/1945,18.1
CUUR0000SA0,10/01/1945,18.1
CUUR0000SA0,09/01/1945,18.1
CUUR0000SA0,08/01/1945,18.1
CUUR0000SA0,07/01/1945,18.1
CUUR0000SA0,06/01/1945,18.1
CUUR0000SA0,05/01/1945,17.9
CUUR0000SA0,04/01/1945,17.8
CUUR0000SA0,03/01/1945,17.8
CUUR0000SA0,02/01/1945,17.8
CUUR0000SA0,01/01/1945,17.8
CUUR0000SA0,12/01/1944,17.8
CUUR0000SA0,11/01/1944,17.7
CUUR0000SA0,10/01/1944,17.7
CUUR0000SA0,09/01/1944,17.7
CUUR0000SA0,08/01/1944,17.7
CUUR0000SA0,07/01/1944,17.7
CUUR0000SA0,06/01/1944,17.6
CUUR0000SA0,05/01/1944,17.5
CUUR0000SA0,04/01/1944,17.5
CUUR0000SA0,03/01/1944,17.4
CUUR0000SA0,02/01/1944,17.4
CUUR0000SA0,01/01/1944,17.4
CUUR0000SA0,12/01/1943,17.4
CUUR0000SA0,11/01/1943,17.4
CUUR0000SA0,10/01/1943,17.4
CUUR0000SA0,09/01/1943,17.4
CUUR0000SA0,08/01/1943,17.3
CUUR0000SA0,07/01/1943,17.4
CUUR0000SA0,06/01/1943,17.5
CUUR0000SA0,05/01/1943,17.5
CUUR0000SA0,04/01/1943,17.4
CUUR0000SA0,03/01/1943,17.2
CUUR0000SA0,02/01/1943,16.9
CUUR0000SA0,01/01/1943,16.9
CUUR0000AA0,12/01/1952,80.0
CUUR0000AA0,11/01/1952,80.1
CUUR0000AA0,10/01/1952,80.1
CUUR0000AA0,09/01/1952,80.0
CUUR0000AA0,08/01/1952,80.1
CUUR0000AA0,07/01/1952,80.0
CUUR0000AA0,06/01/1952,79.4
CUUR0000AA0,05/01/1952,79.2
CUUR0000AA0,04/01/1952,79.1
CUUR0000AA0,03/01/1952,78.8
CUUR0000AA0,02/01/1952,78.8
CUUR0000AA0,01/01/1952,79.3
CUUR0000AA0,12/01/1951,79.3
CUUR0000AA0,11/01/1951,79.0
CUUR0000AA0,10/01/1951,78.6
CUUR0000AA0,09/01/1951,78.2
CUUR0000AA0,08/01/1951,77.7
CUUR0000AA0,07/01/1951,77.7
CUUR0000AA0,06/01/1951,77.6
CUUR0000AA0,05/01/1951,77.7
CUUR0000AA0,04/01/1951,77.4
CUUR0000AA0,03/01/1951,77.3
CUUR0000AA0,02/01/1951,77.0
CUUR0000AA0,01/01/1951,76.1
CUUR0000AA0,12/01/1950,74.9
CUUR0000AA0,11/01/1950,73.9
CUUR0000AA0,10/01/1950,73.6
CUUR0000AA0,09/01/1950,73.2
CUUR0000AA0,08/01/1950,72.7
CUUR0000AA0,07/01/1950,72.1
CUUR0000AA0,06/01/1950,71.4
