SYMB,MM/DD/YY,NAV
CUUR0000AA0,05/01/1950,71.0
CUUR0000AA0,04/01/1950,70.7
CUUR0000AA0,03/01/1950,70.6
CUUR0000AA0,02/01/1950,70.3
CUUR0000AA0,01/01/1950,70.5
CUUR0000AA0,12/01/1949,70.8
CUUR0000AA0,11/01/1949,71.2
CUUR0000AA0,10/01/1949,71.1
CUUR0000AA0,09/01/1949,71.5
CUUR0000AA0,08/01/1949,71.2
CUUR0000AA0,07/01/1949,71.0
CUUR0000AA0,06/01/1949,71.5
CUUR0000AA0,05/01/1949,71.4
CUUR0000AA0,04/01/1949,71.5
CUUR0000AA0,03/01/1949,71.4
CUUR0000AA0,02/01/1949,71.2
CUUR0000AA0,01/01/1949,72.0
CUUR0000AA0,12/01/1948,72.1
CUUR0000AA0,11/01/1948,72.6
CUUR0000AA0,10/01/1948,73.1
CUUR0000AA0,09/01/1948,73.4
CUUR0000AA0,08/01/1948,73.4
CUUR0000AA0,07/01/1948,73.1
CUUR0000AA0,06/01/1948,72.2
CUUR0000AA0,05/01/1948,71.7
CUUR0000AA0,04/01/1948,71.2
CUUR0000AA0,03/01/1948,70.2
CUUR0000AA0,02/01/1948,70.4
CUUR0000AA0,01/01/1948,71.0
CUUR0000AA0,12/01/1947,70.2
CUUR0000AA0,11/01/1947,69.3
CUUR0000AA0,10/01/1947,68.9
CUUR0000AA0,09/01/1947,68.9
CUUR0000AA0,08/01/1947,67.3
CUUR0000AA0,07/01/1947,66.6
CUUR0000AA0,06/01/1947,66.0
CUUR0000AA0,05/01/1947,65.5
CUUR0000AA0,04/01/1947,65.7
CUUR0000AA0,03/01/1947,65.7
CUUR0000AA0,02/01/1947,64.3
CUUR0000AA0,01/01/1947,64.4
CUUR0000AA0,12/01/1946,64.4
CUUR0000AA0,11/01/1946,63.9
CUUR0000AA0,10/01/1946,62.4
CUUR0000AA0,09/01/1946,61.2
CUUR0000AA0,08/01/1946,60.5
CUUR0000AA0,07/01/1946,59.2
CUUR0000AA0,06/01/1946,55.9
CUUR0000AA0,05/01/1946,55.3
CUUR0000AA0,04/01/1946,55.0
CUUR0000AA0,03/01/1946,54.7
CUUR0000AA0,02/01/1946,54.3
CUUR0000AA0,01/01/1946,54.5
CUUR0000AA0,12/01/1945,54.5
CUUR0000AA0,11/01/1945,54.3
CUUR0000AA0,10/01/1945,54.1
CUUR0000AA0,09/01/1945,54.1
CUUR0000AA0,08/01/1945,54.3
CUUR0000AA0,07/01/1945,54.3
CUUR0000AA0,06/01/1945,54.2
CUUR0000AA0,05/01/1945,53.7
CUUR0000AA0,04/01/1945,53.3
CUUR0000AA0,03/01/1945,53.2
CUUR0000AA0,02/01/1945,53.2
CUUR0000AA0,01/01/1945,53.3
CUUR0000AA0,12/01/1944,53.3
CUUR0000AA0,11/01/1944,53.1
CUUR0000AA0,10/01/1944,53.1
CUUR0000AA0,09/01/1944,53.1
CUUR0000AA0,08/01/1944,53.1
CUUR0000AA0,07/01/1944,52.9
CUUR0000AA0,06/01/1944,52.6
CUUR0000AA0,05/01/1944,52.5
CUUR0000AA0,04/01/1944,52.3
CUUR0000AA0,03/01/1944,52.0
CUUR0000AA0,02/01/1944,52.0
CUUR0000AA0,01/01/1944,52.1
CUUR0000AA0,12/01/1943,52.2
CUUR0000AA0,11/01/1943,52.1
CUUR0000AA0,10/01/1943,52.2
CUUR0000AA0,09/01/1943,52.0
CUUR0000AA0,08/01/1943,51.8
CUUR0000AA0,07/01/1943,52.0
CUUR0000AA0,06/01/1943,52.4
CUUR0000AA0,05/01/1943,52.5
CUUR0000AA0,04/01/1943,52.1
CUUR0000AA0,03/01/1943,51.5
CUUR0000AA0,02/01/1943,50.7
CUUR0000AA0,01/01/1943,50.6
CWUR0000SA0,12/01/1952,26.9
CWUR0000SA0,11/01/1952,26.9
CWUR0000SA0,10/01/1952,26.9
CWUR0000SA0,09/01/1952,26.9
CWUR0000SA0,08/01/1952,26.9
CWUR0000SA0,07/01/1952,26.9
CWUR0000SA0,06/01/1952,26.7
CWUR0000SA0,05/01/1952,26.6
CWUR0000SA0,04/01/1952,26.6
CWUR0000SA0,03/01/1952,26.5
CWUR0000SA0,02/01/1952,26.5
CWUR0000SA0,01/01/1952,26.6
CWUR0000SA0,12/01/1951,26.6
CWUR0000SA0,11/01/1951,26.5
CWUR0000SA0,10/01/1951,26.4
CWUR0000SA0,09/01/1951,26.3
CWUR0000SA0,08/01/1951,26.1
CWUR0000SA0,07/01/1951,26.1
CWUR0000SA0,06/01/1951,26.1
CWUR0000SA0,05/01/1951,26.1
CWUR0000SA0,04/01/1951,26.0
CWUR0000SA0,03/01/1951,26.0
CWUR0000SA0,02/01/1951,25.9
CWUR0000SA0,01/01/1951,25.5
CWUR0000SA0,12/01/1950,25.1
CWUR0000SA0,11/01/1950,24.8
CWUR0000SA0,10/01/1950,24.7
CWUR0000SA0,09/01/1950,24.6
CWUR0000SA0,08/01/1950,24.4
CWUR0000SA0,07/01/1950,24.2
CWUR0000SA0,06/01/1950,24.0
CWUR0000SA0,05/01/1950,23.8
CWUR0000SA0,04/01/1950,23.7
CWUR0000SA0,03/01/1950,23.7
CWUR0000SA0,02/01/1950,23.6
CWUR0000SA0,01/01/1950,23.7
CWUR0000SA0,12/01/1949,23.8
CWUR0000SA0,11/01/1949,23.9
CWUR0000SA0,10/01/1949,23.9
CWUR0000SA0,09/01/1949,24.0
CWUR0000SA0,08/01/1949,23.9
CWUR0000SA0,07/01/1949,23.8
CWUR0000SA0,06/01/1949,24.0
CWUR0000SA0,05/01/1949,24.0
CWUR0000SA0,04/01/1949,24.0
CWUR0000SA0,03/01/1949,24.0
CWUR0000SA0,02/01/1949,23.9
CWUR0000SA0,01/01/1949,24.2
CWUR0000SA0,12/01/1948,24.2
CWUR0000SA0,11/01/1948,24.4
CWUR0000SA0,10/01/1948,24.5
CWUR0000SA0,09/01/1948,24.6
CWUR0000SA0,08/01/1948,24.6
CWUR0000SA0,07/01/1948,24.5
CWUR0000SA0,06/01/1948,24.2
CWUR0000SA0,05/01/1948,24.1
CWUR0000SA0,04/01/1948,23.9
CWUR0000SA0,03/01/1948,23.6
CWUR0000SA0,02/01/1948,23.6
CWUR0000SA0,01/01/1948,23.8
CWUR0000SA0,12/01/1947,23.6
CWUR0000SA0,11/01/1947,23.3
CWUR0000SA0,10/01/1947,23.1
CWUR0000SA0,09/01/1947,23.1
CWUR0000SA0,08/01/1947,22.6
CWUR0000SA0,07/01/1947,22.4
CWUR0000SA0,06/01/1947,22.2
CWUR0000SA0,05/01/1947,22.0
CWUR0000SA0,04/01/1947,22.1
CWUR0000SA0,03/01/1947,22.1
CWUR0000SA0,02/01/1947,21.6
CWUR0000SA0,01/01/1947,21.6
CWUR0000SA0,12/01/1946,21.6
CWUR0000SA0,11/01/1946,21.5
CWUR0000SA0,10/01/1946,20.9
CWUR0000SA0,09/01/1946,20.5
CWUR0000SA0,08/01/1946,20.3
CWUR0000SA0,07/01/1946,19.9
CWUR0000SA0,06/01/1946,18.8
CWUR0000SA0,05/01/1946,18.6
CWUR0000SA0,04/01/1946,18.5
CWUR0000SA0,03/01/1946,18.4
CWUR0000SA0,02/01/1946,18.2
CWUR0000SA0,01/01/1946,18.3
CWUR0000SA0,12/01/1945,18.3
CWUR0000SA0,11/01/1945,18.2
CWUR0000SA0,10/01/1945,18.2
CWUR0000SA0,09/01/1945,18.2
CWUR0000SA0,08/01/1945,18.2
CWUR0000SA0,07/01/1945,18.2
CWUR0000SA0,06/01/1945,18.2
CWUR0000SA0,05/01/1945,18.0
CWUR0000SA0,04/01/1945,17.9
CWUR0000SA0,03/01/1945,17.9
CWUR0000SA0,02/01/1945,17.9
CWUR0000SA0,01/01/1945,17.9
CWUR0000SA0,12/01/1944,17.9
CWUR0000SA0,11/01/1944,17.8
CWUR0000SA0,10/01/1944,17.8
CWUR0000SA0,09/01/1944,17.8
CWUR0000SA0,08/01/1944,17.8
CWUR0000SA0,07/01/1944,17.8
CWUR0000SA0,06/01/1944,17.7
CWUR0000SA0,05/01/1944,17.6
CWUR0000SA0,04/01/1944,17.6
CWUR0000SA0,03/01/1944,17.5
CWUR0000SA0,02/01/1944,17.5
CWUR0000SA0,01/01/1944,17.5
CWUR0000SA0,12/01/1943,17.5
CWUR0000SA0,11/01/1943,17.5
CWUR0000SA0,10/01/1943,17.5
CWUR0000SA0,09/01/1943,17.5
CWUR0000SA0,08/01/1943,17.4
CWUR0000SA0,07/01/1943,17.5
CWUR0000SA0,06/01/1943,17.6
CWUR0000SA0,05/01/1943,17.6
CWUR0000SA0,04/01/1943,17.5
CWUR0000SA0,03/01/1943,17.3
CWUR0000SA0,02/01/1943,17.0
CWUR0000SA0,01/01/1943,17.0
CUURS49DSA0,11/01/1952,25.7
CUURS49DSA0,08/01/1952,25.5
CUURS49DSA0,05/01/1952,25.5
CUURS49DSA0,02/01/1952,25.4
CUURS49DSA0,11/01/1951,25.3
CUURS49DSA0,08/01/1951,24.8
CUURS49DSA0,05/01/1951,24.9
CUURS49DSA0,02/01/1951,24.5
CUURS49DSA0,11/01/1950,23.8
CUURS49DSA0,08/01/1950,23.0
CUURS49DSA0,05/01/1950,22.6
CUURS49DSA0,02/01/1950,22.6
CUURS49DSA0,11/01/1949,22.7
CUURS49DSA0,08/01/1949,22.5
CUURS49DSA0,05/01/1949,22.8
CUURS49DSA0,02/01/1949,23.0
CUURS49DSA0,11/01/1948,22.9
CUURS49DSA0,08/01/1948,23.2
CUURS49DSA0,05/01/1948,22.9
CUURS49DSA0,02/01/1948,22.4
CUURS49DSA0,11/01/1947,21.8
CUURS49DSA0,08/01/1947,21.2
CUURS49DSA0,06/01/1947,20.7
CUURS49DSA0,05/01/1947,20.8
CUURS49DSA0,04/01/1947,20.8
CUURS49DSA0,03/01/1947,20.7
CUURS49DSA0,02/01/1947,20.3
CUURS49DSA0,01/01/1947,20.4
CUURS49DSA0,12/01/1946,20.6
CUURS49DSA0,11/01/1946,20.3
CUURS49DSA0,10/01/1946,19.9
CUURS49DSA0,09/01/1946,19.4
CUURS49DSA0,08/01/1946,19.0
CUURS49DSA0,07/01/1946,18.7
CUURS49DSA0,06/01/1946,17.9
CUURS49DSA0,05/01/1946,17.7
CUURS49DSA0,04/01/1946,17.6
CUURS49DSA0,03/01/1946,17.6
CUURS49DSA0,02/01/1946,17.5
CUURS49DSA0,01/01/1946,17.5
CUURS49DSA0,12/01/1945,17.6
CUURS49DSA0,11/01/1945,17.4
CUURS49DSA0,10/01/1945,17.3
CUURS49DSA0,09/01/1945,17.4
CUURS49DSA0,08/01/1945,17.4
CUURS49DSA0,07/01/1945,17.4
CUURS49DSA0,06/01/1945,17.3
CUURS49DSA0,05/01/1945,17.3
CUURS49DSA0,04/01/1945,17.2
CUURS49DSA0,03/01/1945,17.2
CUURS49DSA0,02/01/1945,17.1
CUURS49DSA0,01/01/1945,17.2
CUURS49DSA0,12/01/1944,17.2
CUURS49DSA0,11/01/1944,17.1
CUURS49DSA0,10/01/1944,17.1
CUURS49DSA0,09/01/1944,17.0
CUURS49DSA0,08/01/1944,17.0
CUURS49DSA0,07/01/1944,17.0
CUURS49DSA0,06/01/1944,16.9
CUURS49DSA0,05/01/1944,16.9
CUURS49DSA0,04/01/1944,16.8
CUURS49DSA0,03/01/1944,16.8
CUURS49DSA0,02/01/1944,16.7
CUURS49DSA0,01/01/1944,16.8
CUURS49DSA0,12/01/1943,16.8
CUURS49DSA0,11/01/1943,16.8
CUURS49DSA0,10/01/1943,16.8
CUURS49DSA0,09/01/1943,16.7
CUURS49DSA0,08/01/1943,16.4
CUURS49DSA0,07/01/1943,16.5
CUURS49DSA0,06/01/1943,16.8
CUURS49DSA0,05/01/1943,16.9
CUURS49DSA0,04/01/1943,16.7
CUURS49DSA0,03/01/1943,16.6
CUURS49DSA0,02/01/1943,16.4
CUURS49DSA0,01/01/1943,16.4
CUUR0000SA0,12/01/1962,30.4
CUUR0000SA0,11/01/1962,30.4
CUUR0000SA0,10/01/1962,30.4
CUUR0000SA0,09/01/1962,30.4
CUUR0000SA0,08/01/1962,30.3
CUUR0000SA0,07/01/1962,30.3
CUUR0000SA0,06/01/1962,30.2
CUUR0000SA0,05/01/1962,30.2
CUUR0000SA0,04/01/1962,30.2
CUUR0000SA0,03/01/1962,30.1
CUUR0000SA0,02/01/1962,30.1
CUUR0000SA0,01/01/1962,30.0
CUUR0000SA0,12/01/1961,30.0
CUUR0000SA0,11/01/1961,30.0
CUUR0000SA0,10/01/1961,30.0
CUUR0000SA0,09/01/1961,30.0
CUUR0000SA0,08/01/1961,29.9
CUUR0000SA0,07/01/1961,30.0
CUUR0000SA0,06/01/1961,29.8
CUUR0000SA0,05/01/1961,29.8
CUUR0000SA0,04/01/1961,29.8
CUUR0000SA0,03/01/1961,29.8
CUUR0000SA0,02/01/1961,29.8
CUUR0000SA0,01/01/1961,29.8
CUUR0000SA0,12/01/1960,29.8
CUUR0000SA0,11/01/1960,29.8
CUUR0000SA0,10/01/1960,29.8
CUUR0000SA0,09/01/1960,29.6
CUUR0000SA0,08/01/1960,29.6
CUUR0000SA0,07/01/1960,29.6
CUUR0000SA0,06/01/1960,29.6
CUUR0000SA0,05/01/1960,29.5
CUUR0000SA0,04/01/1960,29.5
CUUR0000SA0,03/01/1960,29.4
CUUR0000SA0,02/01/1960,29.4
CUUR0000SA0,01/01/1960,29.3
CUUR0000SA0,12/01/1959,29.4
CUUR0000SA0,11/01/1959,29.4
CUUR0000SA0,10/01/1959,29.4
CUUR0000SA0,09/01/1959,29.3
CUUR0000SA0,08/01/1959,29.2
CUUR0000SA0,07/01/1959,29.2
CUUR0000SA0,06/01/1959,29.1
CUUR0000SA0,05/01/1959,29.0
CUUR0000SA0,04/01/1959,29.0
CUUR0000SA0,03/01/1959,28.9
CUUR0000SA0,02/01/1959,28.9
CUUR0000SA0,01/01/1959,29.0
CUUR0000SA0,12/01/1958,28.9
CUUR0000SA0,11/01/1958,29.0
CUUR0000SA0,10/01/1958,28.9
CUUR0000SA0,09/01/1958,28.9
CUUR0000SA0,08/01/1958,28.9
CUUR0000SA0,07/01/1958,29.0
CUUR0000SA0,06/01/1958,28.9
CUUR0000SA0,05/01/1958,28.9
CUUR0000SA0,04/01/1958,28.9
CUUR0000SA0,03/01/1958,28.8
CUUR0000SA0,02/01/1958,28.6
CUUR0000SA0,01/01/1958,28.6
CUUR0000SA0,12/01/1957,28.4
CUUR0000SA0,11/01/1957,28.4
CUUR0000SA0,10/01/1957,28.3
CUUR0000SA0,09/01/1957,28.3
CUUR0000SA0,08/01/1957,28.3
CUUR0000SA0,07/01/1957,28.3
CUUR0000SA0,06/01/1957,28.1
CUUR0000SA0,05/01/1957,28.0
CUUR0000SA0,04/01/1957,27.9
CUUR0000SA0,03/01/1957,27.8
CUUR0000SA0,02/01/1957,27.7
CUUR0000SA0,01/01/1957,27.6
CUUR0000SA0,12/01/1956,27.6
CUUR0000SA0,11/01/1956,27.5
CUUR0000SA0,10/01/1956,27.5
CUUR0000SA0,09/01/1956,27.4
CUUR0000SA0,08/01/1956,27.3
CUUR0000SA0,07/01/1956,27.4
CUUR0000SA0,06/01/1956,27.2
CUUR0000SA0,05/01/1956,27.0
CUUR0000SA0,04/01/1956,26.9
CUUR0000SA0,03/01/1956,26.8
CUUR0000SA0,02/01/1956,26.8
CUUR0000SA0,01/01/1956,26.8
CUUR0000SA0,12/01/1955,26.8
CUUR0000SA0,11/01/1955,26.9
CUUR0000SA0,10/01/1955,26.9
CUUR0000SA0,09/01/1955,26.9
CUUR0000SA0,08/01/1955,26.8
CUUR0000SA0,07/01/1955,26.8
CUUR0000SA0,06/01/1955,26.7
CUUR0000SA0,05/01/1955,26.7
CUUR0000SA0,04/01/1955,26.7
CUUR0000SA0,03/01/1955,26.7
CUUR0000SA0,02/01/1955,26.7
CUUR0000SA0,01/01/1955,26.7
CUUR0000SA0,12/01/1954,26.7
CUUR0000SA0,11/01/1954,26.8
CUUR0000SA0,10/01/1954,26.8
CUUR0000SA0,09/01/1954,26.8
CUUR0000SA0,08/01/1954,26.9
CUUR0000SA0,07/01/1954,26.9
CUUR0000SA0,06/01/1954,26.9
CUUR0000SA0,05/01/1954,26.9
CUUR0000SA0,04/01/1954,26.8
CUUR0000SA0,03/01/1954,26.9
CUUR0000SA0,02/01/1954,26.9
CUUR0000SA0,01/01/1954,26.9
CUUR0000SA0,12/01/1953,26.9
CUUR0000SA0,11/01/1953,26.9
CUUR0000SA0,10/01/1953,27.0
CUUR0000SA0,09/01/1953,26.9
CUUR0000SA0,08/01/1953,26.9
CUUR0000SA0,07/01/1953,26.8
CUUR0000SA0,06/01/1953,26.8
CUUR0000SA0,05/01/1953,26.7
CUUR0000SA0,04/01/1953,26.6
CUUR0000SA0,03/01/1953,26.6
CUUR0000SA0,02/01/1953,26.5
CUUR0000SA0,01/01/1953,26.6
CUUR0000AA0,12/01/1962,91.0
CUUR0000AA0,11/01/1962,91.1
CUUR0000AA0,10/01/1962,91.1
CUUR0000AA0,09/01/1962,91.2
CUUR0000AA0,08/01/1962,90.7
CUUR0000AA0,07/01/1962,90.7
CUUR0000AA0,06/01/1962,90.5
CUUR0000AA0,05/01/1962,90.5
CUUR0000AA0,04/01/1962,90.5
CUUR0000AA0,03/01/1962,90.3
CUUR0000AA0,02/01/1962,90.1
CUUR0000AA0,01/01/1962,89.9
CUUR0000AA0,12/01/1961,89.9
CUUR0000AA0,11/01/1961,89.9
CUUR0000AA0,10/01/1961,89.9
CUUR0000AA0,09/01/1961,89.9
CUUR0000AA0,08/01/1961,89.7
CUUR0000AA0,07/01/1961,89.8
CUUR0000AA0,06/01/1961,89.4
CUUR0000AA0,05/01/1961,89.3
CUUR0000AA0,04/01/1961,89.3
CUUR0000AA0,03/01/1961,89.3
CUUR0000AA0,02/01/1961,89.3
CUUR0000AA0,01/01/1961,89.3
CUUR0000AA0,12/01/1960,89.3
CUUR0000AA0,11/01/1960,89.3
CUUR0000AA0,10/01/1960,89.2
CUUR0000AA0,09/01/1960,88.8
CUUR0000AA0,08/01/1960,88.7
CUUR0000AA0,07/01/1960,88.7
CUUR0000AA0,06/01/1960,88.7
CUUR0000AA0,05/01/1960,88.5
CUUR0000AA0,04/01/1960,88.5
CUUR0000AA0,03/01/1960,88.0
CUUR0000AA0,02/01/1960,88.0
CUUR0000AA0,01/01/1960,87.9
CUUR0000AA0,12/01/1959,88.0
CUUR0000AA0,11/01/1959,88.0
CUUR0000AA0,10/01/1959,88.0
CUUR0000AA0,09/01/1959,87.7
CUUR0000AA0,08/01/1959,87.4
CUUR0000AA0,07/01/1959,87.5
CUUR0000AA0,06/01/1959,87.3
CUUR0000AA0,05/01/1959,86.9
CUUR0000AA0,04/01/1959,86.8
CUUR0000AA0,03/01/1959,86.7
CUUR0000AA0,02/01/1959,86.7
CUUR0000AA0,01/01/1959,86.8
CUUR0000AA0,12/01/1958,86.7
CUUR0000AA0,11/01/1958,86.8
CUUR0000AA0,10/01/1958,86.7
CUUR0000AA0,09/01/1958,86.7
CUUR0000AA0,08/01/1958,86.7
CUUR0000AA0,07/01/1958,86.8
CUUR0000AA0,06/01/1958,86.7
CUUR0000AA0,05/01/1958,86.6
CUUR0000AA0,04/01/1958,86.6
CUUR0000AA0,03/01/1958,86.4
CUUR0000AA0,02/01/1958,85.8
CUUR0000AA0,01/01/1958,85.7
CUUR0000AA0,12/01/1957,85.2
CUUR0000AA0,11/01/1957,85.2
CUUR0000AA0,10/01/1957,84.9
CUUR0000AA0,09/01/1957,84.9
CUUR0000AA0,08/01/1957,84.8
CUUR0000AA0,07/01/1957,84.7
CUUR0000AA0,06/01/1957,84.3
CUUR0000AA0,05/01/1957,83.8
CUUR0000AA0,04/01/1957,83.6
CUUR0000AA0,03/01/1957,83.3
CUUR0000AA0,02/01/1957,83.1
CUUR0000AA0,01/01/1957,82.8
CUUR0000AA0,12/01/1956,82.7
CUUR0000AA0,11/01/1956,82.5
CUUR0000AA0,10/01/1956,82.5
CUUR0000AA0,09/01/1956,82.0
CUUR0000AA0,08/01/1956,81.9
CUUR0000AA0,07/01/1956,82.0
CUUR0000AA0,06/01/1956,81.4
CUUR0000AA0,05/01/1956,80.9
CUUR0000AA0,04/01/1956,80.5
CUUR0000AA0,03/01/1956,80.4
CUUR0000AA0,02/01/1956,80.3
CUUR0000AA0,01/01/1956,80.3
CUUR0000AA0,12/01/1955,80.4
CUUR0000AA0,11/01/1955,80.6
CUUR0000AA0,10/01/1955,80.5
CUUR0000AA0,09/01/1955,80.5
CUUR0000AA0,08/01/1955,80.2
CUUR0000AA0,07/01/1955,80.4
CUUR0000AA0,06/01/1955,80.1
CUUR0000AA0,05/01/1955,80.1
CUUR0000AA0,04/01/1955,80.1
CUUR0000AA0,03/01/1955,80.1
CUUR0000AA0,02/01/1955,80.1
CUUR0000AA0,01/01/1955,80.1
CUUR0000AA0,12/01/1954,80.1
CUUR0000AA0,11/01/1954,80.3
CUUR0000AA0,10/01/1954,80.2
CUUR0000AA0,09/01/1954,80.4
CUUR0000AA0,08/01/1954,80.6
CUUR0000AA0,07/01/1954,80.7
CUUR0000AA0,06/01/1954,80.7
CUUR0000AA0,05/01/1954,80.6
CUUR0000AA0,04/01/1954,80.3
CUUR0000AA0,03/01/1954,80.5
CUUR0000AA0,02/01/1954,80.6
CUUR0000AA0,01/01/1954,80.7
CUUR0000AA0,12/01/1953,80.5
CUUR0000AA0,11/01/1953,80.6
CUUR0000AA0,10/01/1953,80.9
CUUR0000AA0,09/01/1953,80.7
CUUR0000AA0,08/01/1953,80.6
CUUR0000AA0,07/01/1953,80.4
CUUR0000AA0,06/01/1953,80.2
CUUR0000AA0,05/01/1953,79.9
CUUR0000AA0,04/01/1953,79.7
CUUR0000AA0,03/01/1953,79.6
CUUR0000AA0,02/01/1953,79.4
CUUR0000AA0,01/01/1953,79.8
CWUR0000SA0,12/01/1962,30.6
CWUR0000SA0,11/01/1962,30.6
CWUR0000SA0,10/01/1962,30.6
CWUR0000SA0,09/01/1962,30.6
CWUR0000SA0,08/01/1962,30.4
CWUR0000SA0,07/01/1962,30.4
CWUR0000SA0,06/01/1962,30.4
CWUR0000SA0,05/01/1962,30.4
CWUR0000SA0,04/01/1962,30.4
CWUR0000SA0,03/01/1962,30.3
CWUR0000SA0,02/01/1962,30.2
CWUR0000SA0,01/01/1962,30.2
CWUR0000SA0,12/01/1961,30.2
CWUR0000SA0,11/01/1961,30.2
CWUR0000SA0,10/01/1961,30.2
CWUR0000SA0,09/01/1961,30.2
CWUR0000SA0,08/01/1961,30.1
CWUR0000SA0,07/01/1961,30.1
CWUR0000SA0,06/01/1961,30.0
CWUR0000SA0,05/01/1961,30.0
CWUR0000SA0,04/01/1961,30.0
CWUR0000SA0,03/01/1961,30.0
CWUR0000SA0,02/01/1961,30.0
CWUR0000SA0,01/01/1961,30.0
CWUR0000SA0,12/01/1960,30.0
CWUR0000SA0,11/01/1960,30.0
CWUR0000SA0,10/01/1960,29.9
CWUR0000SA0,09/01/1960,29.8
CWUR0000SA0,08/01/1960,29.8
CWUR0000SA0,07/01/1960,29.8
CWUR0000SA0,06/01/1960,29.8
CWUR0000SA0,05/01/1960,29.7
CWUR0000SA0,04/01/1960,29.7
CWUR0000SA0,03/01/1960,29.5
CWUR0000SA0,02/01/1960,29.5
CWUR0000SA0,01/01/1960,29.5
CWUR0000SA0,12/01/1959,29.5
CWUR0000SA0,11/01/1959,29.5
CWUR0000SA0,10/01/1959,29.5
CWUR0000SA0,09/01/1959,29.4
CWUR0000SA0,08/01/1959,29.3
CWUR0000SA0,07/01/1959,29.4
CWUR0000SA0,06/01/1959,29.3
CWUR0000SA0,05/01/1959,29.2
CWUR0000SA0,04/01/1959,29.1
CWUR0000SA0,03/01/1959,29.1
CWUR0000SA0,02/01/1959,29.1
CWUR0000SA0,01/01/1959,29.1
CWUR0000SA0,12/01/1958,29.1
CWUR0000SA0,11/01/1958,29.1
CWUR0000SA0,10/01/1958,29.1
CWUR0000SA0,09/01/1958,29.1
CWUR0000SA0,08/01/1958,29.1
CWUR0000SA0,07/01/1958,29.1
CWUR0000SA0,06/01/1958,29.1
CWUR0000SA0,05/01/1958,29.1
CWUR0000SA0,04/01/1958,29.1
CWUR0000SA0,03/01/1958,29.0
CWUR0000SA0,02/01/1958,28.8
CWUR0000SA0,01/01/1958,28.8
CWUR0000SA0,12/01/1957,28.6
CWUR0000SA0,11/01/1957,28.6
CWUR0000SA0,10/01/1957,28.5
CWUR0000SA0,09/01/1957,28.5
CWUR0000SA0,08/01/1957,28.5
CWUR0000SA0,07/01/1957,28.4
CWUR0000SA0,06/01/1957,28.3
CWUR0000SA0,05/01/1957,28.1
CWUR0000SA0,04/01/1957,28.1
CWUR0000SA0,03/01/1957,28.0
CWUR0000SA0,02/01/1957,27.9
CWUR0000SA0,01/01/1957,27.8
CWUR0000SA0,12/01/1956,27.8
CWUR0000SA0,11/01/1956,27.7
CWUR0000SA0,10/01/1956,27.7
CWUR0000SA0,09/01/1956,27.5
CWUR0000SA0,08/01/1956,27.5
CWUR0000SA0,07/01/1956,27.5
CWUR0000SA0,06/01/1956,27.3
CWUR0000SA0,05/01/1956,27.2
CWUR0000SA0,04/01/1956,27.0
CWUR0000SA0,03/01/1956,27.0
CWUR0000SA0,02/01/1956,27.0
CWUR0000SA0,01/01/1956,27.0
CWUR0000SA0,12/01/1955,27.0
CWUR0000SA0,11/01/1955,27.1
CWUR0000SA0,10/01/1955,27.0
CWUR0000SA0,09/01/1955,27.0
CWUR0000SA0,08/01/1955,26.9
CWUR0000SA0,07/01/1955,27.0
CWUR0000SA0,06/01/1955,26.9
CWUR0000SA0,05/01/1955,26.9
CWUR0000SA0,04/01/1955,26.9
CWUR0000SA0,03/01/1955,26.9
CWUR0000SA0,02/01/1955,26.9
CWUR0000SA0,01/01/1955,26.9
CWUR0000SA0,12/01/1954,26.9
CWUR0000SA0,11/01/1954,27.0
CWUR0000SA0,10/01/1954,26.9
CWUR0000SA0,09/01/1954,27.0
CWUR0000SA0,08/01/1954,27.1
CWUR0000SA0,07/01/1954,27.1
CWUR0000SA0,06/01/1954,27.1
CWUR0000SA0,05/01/1954,27.1
CWUR0000SA0,04/01/1954,27.0
CWUR0000SA0,03/01/1954,27.0
CWUR0000SA0,02/01/1954,27.1
CWUR0000SA0,01/01/1954,27.1
CWUR0000SA0,12/01/1953,27.0
CWUR0000SA0,11/01/1953,27.1
CWUR0000SA0,10/01/1953,27.2
CWUR0000SA0,09/01/1953,27.1
CWUR0000SA0,08/01/1953,27.1
CWUR0000SA0,07/01/1953,27.0
CWUR0000SA0,06/01/1953,26.9
CWUR0000SA0,05/01/1953,26.8
CWUR0000SA0,04/01/1953,26.8
CWUR0000SA0,03/01/1953,26.7
CWUR0000SA0,02/01/1953,26.7
CWUR0000SA0,01/01/1953,26.8
CUURS49DSA0,11/01/1962,29.9
CUURS49DSA0,08/01/1962,29.8
CUURS49DSA0,05/01/1962,29.7
CUURS49DSA0,02/01/1962,29.6
CUURS49DSA0,11/01/1961,29.5
CUURS49DSA0,08/01/1961,29.3
CUURS49DSA0,05/01/1961,29.3
CUURS49DSA0,02/01/1961,29.1
CUURS49DSA0,11/01/1960,29.0
CUURS49DSA0,08/01/1960,28.8
CUURS49DSA0,05/01/1960,28.8
CUURS49DSA0,02/01/1960,28.6
CUURS49DSA0,11/01/1959,28.7
CUURS49DSA0,08/01/1959,28.6
CUURS49DSA0,05/01/1959,28.4
CUURS49DSA0,02/01/1959,28.2
CUURS49DSA0,11/01/1958,28.0
CUURS49DSA0,08/01/1958,28.0
CUURS49DSA0,05/01/1958,28.0
CUURS49DSA0,02/01/1958,27.8
